jppfs_cor:RemeasurementsOfDefinedBenefitPlans,退職給付に係る調整累計額,Remeasurements of defined benefit plans,Remeasurements of defined benefit plans
jppfs_cor:ValuationAndTranslationAdjustments,評価・換算差額等,Valuation and translation adjustments,Valuation and translation adjustments
jppfs_cor:SubscriptionRightsToShares,新株予約権,Share acquisition rights,Share acquisition rights
jppfs_cor:TreasurySubscriptionRightsToShares,自己新株予約権,Treasury share acquisition rights,Treasury share acquisition rights
jppfs_cor:NonControllingInterests,非支配株主持分,Non-controlling interests,Non-controlling interests
jppfs_cor:NetAssets,純資産,Net assets,Net assets
jppfs_cor:LiabilitiesAndNetAssets,負債純資産,Liabilities and net assets,Liabilities and net assets
nan,,,
nan,,,
名前空間プレフィックス:要素名,冗長ラベル（日本語）,標準ラベル（英語）,冗長ラベル（英語）
jppfs_cor:StatementOfIncomeAbstract,損益計算書 [タイトル項目],Statement of income,Statement of income [abstract]
jppfs_cor:StatementOfIncomeTable,損益計算書 [表],Statement of income,Statement of income [table]
jppfs_cor:StatementOfIncomeLineItems,損益計算書 [表示項目],Statement of income,Statement of income [line items]
jppfs_cor:RevenueFromOperatingActivitiesAbstract,営業活動による収益 [タイトル項目],Revenue from operating activities,Revenue from operating activities [abstract]
jppfs_cor:NetSalesAbstract,売上高 [タイトル項目],Net sales,Net sales [abstract]
jppfs_cor:NetSales,売上高,Net sales,Net sales
jppfs_cor:OperatingRevenue1Abstract,営業収益 [タイトル項目],Operating revenue,Operating revenue-1 [abstract]
jppfs_cor:OperatingRevenue1,営業収益,Operating revenue,Operating revenue-1
jppfs_cor:OperatingRevenue2Abstract,営業収入 [タイトル項目],Operating revenue,Operating revenue-2 [abstract]
jppfs_cor:OperatingRevenue2,営業収入,Operating revenue,Operating revenue-2
jppfs_cor:GrossOperatingRevenue,営業総収入,Gross operating revenue,Gross operating revenue
jppfs_cor:RevenueFromOperatingActivitiesDetailAbstract,営業活動による収益の内訳 [タイトル項目],Revenue from operating activities - detail,Revenue from operating activities-detail [abstract]
jppfs_cor:GrossSalesRevOA,総売上高、営業活動による収益,Gross sales,Gross sales-RevOA
jppfs_cor:SalesAllowanceAndReturnsRevOA,売上値引及び戻り高、営業活動による収益,Sales allowance and returns,Sales allowance and returns-RevOA
jppfs_cor:NetSalesOfGoodsRevOA,商品売上高、営業活動による収益,Net sales of goods,Net sales of goods-RevOA
jppfs_cor:NetSalesOfFinishedGoodsRevOA,製品売上高、営業活動による収益,Net sales of finished goods,Net sales of finished goods-RevOA
jppfs_cor:NetSalesOfMerchandiseAndFinishedGoodsRevOA,商品及び製品売上高、営業活動による収益,Net sales of merchandise and finished goods,Net sales of merchandise and finished goods-RevOA
jppfs_cor:SalesOfSemiFinishedGoodsRevOA,半製品売上高、営業活動による収益,Sales of semi-finished goods,Sales of semi-finished goods-RevOA
jppfs_cor:SalesOfRawMaterialsRevOA,原材料売上高、営業活動による収益,Sales of raw materials,Sales of raw materials-RevOA
jppfs_cor:SalesOfByProductsRevOA,副産物売上高、営業活動による収益,Sales of by-products,Sales of by-products-RevOA
jppfs_cor:SalesOfScrapsRevOA,作業くず売上高、営業活動による収益,Sales of scraps,Sales of scraps-RevOA
jppfs_cor:ServiceRevenueRevOA,役務収益、売上高、営業活動による収益,Service revenue,Service revenue-RevOA
jppfs_cor:ServiceSalesRevOA,サービス売上高、営業活動による収益,Service sales,Service sales-RevOA
jppfs_cor:InstallmentSalesRevOA,割賦販売売上高、営業活動による収益,Installment sales,Installment sales-RevOA
jppfs_cor:RealEstateSalesRevOA,不動産売上高、営業活動による収益,Real estate sales,Real estate sales-RevOA
jppfs_cor:SalesOnDevelopmentBusinessRevOA,開発事業売上高、営業活動による収益,Sales on development business,Sales on development business-RevOA
jppfs_cor:SalesOnRealEstateBusinessRevOA,不動産事業売上高、営業活動による収益,Sales on real estate business,Sales on real estate business-RevOA
jppfs_cor:SalesOnLeaseBusinessRevOA,賃貸事業売上高、営業活動による収益,Sales on lease business,Sales on lease business-RevOA
jppfs_cor:SalesOnSellingBusinessRevOA,分譲事業売上高、営業活動による収益,Sales on selling business,Sales on selling business-RevOA
jppfs_cor:SalesOnOtherBusinessRevOA,その他の事業売上高、営業活動による収益,Sales on other business,Sales on other business-RevOA
jppfs_cor:LeaseBusinessRevenueRevOA,賃貸事業収益、営業活動による収益,Lease business revenue,Lease business revenue-RevOA
jppfs_cor:SellingBusinessRevenueRevOA,分譲事業収益、営業活動による収益,Selling business revenue,Selling business revenue-RevOA
jppfs_cor:LeaseBusinessRevenueSpecificRevOA,賃貸事業収入、営業活動による収益,Lease business revenue,Lease business revenue-specific-RevOA
jppfs_cor:RentIncomeRevOA,賃貸収入、営業活動による収益,Rent income,Rent income-RevOA
jppfs_cor:RentIncomeOfRealEstateRevOA,不動産賃貸収入、営業活動による収益,Rent income of real estate,Rent income of real estate-RevOA
jppfs_cor:RealEstateIncomeRevOA,不動産収入、営業活動による収益,Real estate income,Real estate income-RevOA
jppfs_cor:CommissionIncomeRevOA,手数料収入、営業活動による収益,Commission income,Commission income-RevOA
jppfs_cor:ProcessingIncomeRevOA,加工料収入、営業活動による収益,Processing income,Processing income-RevOA
jppfs_cor:RoyaltyIncomeRevOA,ロイヤリティー収入、営業活動による収益,Royalty income,Royalty income-RevOA
jppfs_cor:ConsultingIncomeRevOA,コンサルティング収入、営業活動による収益,Consulting income,Consulting income-RevOA
jppfs_cor:IncomeFromFranchisedStoresRevOA,加盟店からの収入、営業活動による収益,Income from franchised stores,Income from franchised stores-RevOA
jppfs_cor:DividendsFromSubsidiariesAndAffiliatesRevOA,関係会社受取配当金、営業活動による収益,Dividends from subsidiaries and associates,Dividends from subsidiaries and associates-RevOA
jppfs_cor:DividendsIncomeRevOA,受取配当金、営業活動による収益,Dividend income,Dividend income-RevOA
jppfs_cor:CommissionsFromSubsidiariesAndAffiliatesRevOA,関係会社受入手数料、営業活動による収益,Commissions from subsidiaries and associates,Commissions from subsidiaries and associates-RevOA
jppfs_cor:InterestOnLoansToSubsidiariesAndAffiliatesRevOA,関係会社貸付金利息、営業活動による収益,Interest on loans receivable from subsidiaries and associates,Interest on loans receivable from subsidiaries and associates-RevOA
jppfs_cor:InterestOnSecuritiesOfSubsidiariesAndAffiliatesRevOA,関係会社有価証券利息、営業活動による収益,Interest on securities of subsidiaries and associates,Interest on securities of subsidiaries and associates-RevOA
jppfs_cor:ManagementFeeIncomeRevOA,経営管理料、営業活動による収益,Management fee income,Management fee income-RevOA
jppfs_cor:ConsultingFeeIncomeRevOA,経営指導料、営業活動による収益,Consulting fee income,Consulting fee income-RevOA
jppfs_cor:TrademarkFeeIncomeRevOA,商標使用料、営業活動による収益,Trademark fee income,Trademark fee income-RevOA
jppfs_cor:AssetRentalIncomeRevOA,資産利用料、営業活動による収益,Asset rental income,Asset rental income-RevOA
jppfs_cor:ContractsCompletedRevOA,完成業務高、営業活動による収益,Contracts completed,Contracts completed-RevOA
jppfs_cor:ConstructionSalesRevOA,工事売上高、営業活動による収益,Construction sales,Construction sales-RevOA
jppfs_cor:SalesOfSoftwareDevelopmentRevOA,ソフトウエア開発売上高、営業活動による収益,Sales of software development,Sales of software development-RevOA
jppfs_cor:SalesOfInformationServiceRevOA,情報サービス売上高、営業活動による収益,Sales of information service,Sales of information service-RevOA
jppfs_cor:SalesOfMaintenanceServiceRevOA,保守売上高、営業活動による収益,Sales of maintenance service,Sales of maintenance service-RevOA
jppfs_cor:AnnualFeeIncomeRevOA,年会費収入、営業活動による収益,Annual fee income,Annual fee income-RevOA
jppfs_cor:WarehouseIncomeRevOA,倉庫収入、営業活動による収益,Warehouse income,Warehouse income-RevOA
jppfs_cor:WarehousingFeeIncomeRevOA,倉庫保管料、営業活動による収益,Warehousing fee income,Warehousing fee income-RevOA
jppfs_cor:StevedoringIncomeRevOA,倉庫荷役料、営業活動による収益,Stevedoring income,Stevedoring income-RevOA
jppfs_cor:TransportationIncomeRevOA,運送収入、営業活動による収益,Transportation income,Transportation income-RevOA
jppfs_cor:MiscellaneousTransportationIncomeRevOA,運送雑収、営業活動による収益,Miscellaneous transportation income,Miscellaneous transportation income-RevOA
jppfs_cor:ProductionIncomeRevOA,制作収入、営業活動による収益,Production income,Production income-RevOA
jppfs_cor:IncomeFromBroadcastingBusinessRevOA,放送収入、営業活動による収益,Income from broadcasting business,Income from broadcasting business-RevOA
jppfs_cor:IncomeFromTelevisionBusinessRevOA,テレビ収入、営業活動による収益,Income from television business,Income from television business-RevOA
jppfs_cor:IncomeFromRadioBusinessRevOA,ラジオ収入、営業活動による収益,Income from radio business,Income from radio business-RevOA
jppfs_cor:RentalSalesRevOA,レンタル売上高、営業活動による収益,Rental sales,Rental sales-RevOA
jppfs_cor:SalesOfGoodsOnConsignmentRevOA,受託品売上高、営業活動による収益,Sales of goods on consignment,Sales of goods on consignment-RevOA
jppfs_cor:IndentSalesRevOA,買付品売上高、営業活動による収益,Indent sales,Indent sales-RevOA
jppfs_cor:OtherSalesRevOA,その他の売上高、営業活動による収益,Other sales,Other sales-RevOA
jppfs_cor:OtherBusinessRevenue1RevOA,その他の事業収益、営業活動による収益,Other business revenue,Other business revenue-1-RevOA
jppfs_cor:OtherBusinessRevenue2RevOA,その他の事業収入、営業活動による収益,Other business revenue,Other business revenue-2-RevOA
jppfs_cor:OtherOperatingRevenue1RevOA,その他の営業収益、営業活動による収益,Other operating revenue,Other operating revenue-1-RevOA
jppfs_cor:OtherOperatingRevenue2RevOA,その他の営業収入、営業活動による収益,Other operating revenue,Other operating revenue-2-RevOA
jppfs_cor:OtherRevenue1RevOA,その他の収益、営業活動による収益,Other revenue,Other revenue-1-RevOA
jppfs_cor:OtherRevenue2RevOA,その他の収入、営業活動による収益,Other revenue,Other revenue-2-RevOA
jppfs_cor:OtherRevOA,その他、営業活動による収益,Other,Other-RevOA
jppfs_cor:FinancialRevenueAbstract,金融収益 [タイトル項目],Financial revenue,Financial revenue [abstract]
jppfs_cor:FinancialRevenue,金融収益,Financial revenue,Financial revenue
jppfs_cor:FinancingRevenueRevOA,融資収益、営業活動による収益,Financing revenue,Financing revenue-RevOA
jppfs_cor:LeaseRevenueRevOA,リース収益、営業活動による収益,Lease revenue,Lease revenue-RevOA
jppfs_cor:RevenueFromOperationalInvestmentSecuritiesRevOA,営業投資有価証券売上高、営業活動による収益,Revenue from operational investment securities,Revenue from operational investment securities-RevOA
jppfs_cor:RevenueFromAgencyServicesOfInstallmentPurchaseRevOA,割賦購入あっせん収益、営業活動による収益,Revenue from agency services of installment purchase,Revenue from agency services of installment purchase-RevOA
jppfs_cor:CreditCardRevenueRevOA,包括信用購入あっせん収益、営業活動による収益,Revenue from credit card business,Revenue from credit card business-RevOA
jppfs_cor:PerItemRevenueRevOA,個別信用購入あっせん収益、営業活動による収益,Revenue from installment sales finance business,Revenue from installment sales finance business-RevOA
