,タクソノミ,冗長ラベル（日本語）,標準ラベル（英語）,冗長ラベル（英語）
1684,jppfs_cor:IncreaseDecreaseInReservesUnderTheSpecialLaws2OpeCF,特別法上の引当金の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in reserves under special laws,Increase (decrease) in reserves under special laws-2-OpeCF
1685,jppfs_cor:LossGainOnSalesOfSecuritiesOpeCF,有価証券売却損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on sales of securities,Loss (gain) on sales of securities-OpeCF
1686,jppfs_cor:LossGainOnValuationOfSecuritiesOpeCF,有価証券評価損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on valuation of securities,Loss (gain) on valuation of securities-OpeCF
1687,jppfs_cor:LossGainOnSecuritiesOperationOpeCF,有価証券運用損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on investments in securities,Loss (gain) on investments in securities - OpeCF
1688,jppfs_cor:LossGainOnRedemptionOfSecuritiesOpeCF,有価証券償還損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on redemption of securities,Loss (gain) on redemption of securities-OpeCF
1689,jppfs_cor:LossGainOnSalesAndValuationOfInvestmentSecuritiesOpeCF,投資有価証券売却及び評価損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on sales and valuation of investment securities,Loss (gain) on sales and valuation of investment securities-OpeCF
1690,jppfs_cor:LossGainOnValuationOfInvestmentSecuritiesOpeCF,投資有価証券評価損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on valuation of investment securities,Loss (gain) on valuation of investment securities-OpeCF
1691,jppfs_cor:LossGainOnRedemptionOfInvestmentSecuritiesOpeCF,投資有価証券償還損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on redemption of investment securities,Loss (gain) on redemption of investment securities-OpeCF
1692,jppfs_cor:LossGainOnSalesOfShortTermAndLongTermInvestmentSecuritiesOpeCF,有価証券及び投資有価証券売却損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on sales of short-term and long-term investment securities,Loss (gain) on sales of short-term and long term investment securities-OpeCF
1693,jppfs_cor:LossGainOnValuationOfShortTermAndLongTermInvestmentSecuritiesOpeCF,有価証券及び投資有価証券評価損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on valuation of short-term and long-term investment securities,Loss (gain) on valuation of short-term and long term investment securities-OpeCF
1694,jppfs_cor:LossGainOnSalesOfStocksOfSubsidiariesAndAffiliatesOpeCF,関係会社株式売却損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on sales of shares of subsidiaries and associates,Loss (gain) on sales of shares of subsidiaries and associates-OpeCF
1695,jppfs_cor:LossOnValuationOfStocksOfSubsidiariesAndAffiliatesOpeCF,関係会社株式評価損、営業活動によるキャッシュ・フロー,Loss on valuation of shares of subsidiaries and associates,Loss on valuation of shares of subsidiaries and associates-OpeCF
1696,jppfs_cor:LossGainOnSalesOfSubsidiariesStocksOpeCF,子会社株式売却損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on sales of shares of subsidiaries,Loss (gain) on sales of shares of subsidiaries-OpeCF
1697,jppfs_cor:LossGainOnValuationOfDerivativesOpeCF,デリバティブ評価損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on valuation of derivatives,Loss (gain) on valuation of derivatives-OpeCF
1698,jppfs_cor:LossGainOnValuationOfInterestSwapOpeCF,金利スワップ評価損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on valuation of interest swaps,Loss (gain) on valuation of interest swaps-OpeCF
1699,jppfs_cor:LossGainOnValuationOfCompoundFinancialInstrumentsOpeCF,複合金融商品評価損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on valuation of compound financial instruments,Loss (gain) on valuation of compound financial instruments-OpeCF
1700,jppfs_cor:LossGainOnSalesOfNoncurrentAssetsOpeCF,固定資産売却損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on sales of non-current assets,Loss (gain) on sales of non-current assets-OpeCF
1701,jppfs_cor:LossOnRetirementOfNoncurrentAssetsOpeCF,固定資産除却損、営業活動によるキャッシュ・フロー,Loss on retirement of non-current assets,Loss on retirement of non-current assets-OpeCF
1702,jppfs_cor:LossGainOnSalesAndRetirementOfNoncurrentAssetsOpeCF,固定資産除売却損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on sales and retirement of non-current assets,Loss (gain) on sales and retirement of non-current assets-OpeCF
1703,jppfs_cor:LossOnAbandonmentOfNoncurrentAssetsOpeCF,固定資産廃棄損、営業活動によるキャッシュ・フロー,Loss on abandonment of non-current assets,Loss on abandonment of non-current assets-OpeCF
1704,jppfs_cor:LossGainOnDisposalOfNoncurrentAssetsOpeCF,固定資産処分損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on disposal of non-current assets,Loss (gain) on disposal of non-current assets-OpeCF
1705,jppfs_cor:LossOnValuationOfNoncurrentAssetsOpeCF,固定資産評価損、営業活動によるキャッシュ・フロー,Loss on valuation of non-current assets,Loss on valuation of non-current assets-OpeCF
1706,jppfs_cor:LossOnReductionOfNoncurrentAssetsOpeCF,固定資産圧縮損、営業活動によるキャッシュ・フロー,Loss on reduction of non-current assets,Loss on reduction of non-current assets-OpeCF
1707,jppfs_cor:GainOnDonationOfNoncurrentAssetsOpeCF,固定資産受贈益、営業活動によるキャッシュ・フロー,Gain on donation of non-current assets,Gain on donation of non-current assets-OpeCF
1708,jppfs_cor:LossOnRetirementOfPropertyPlantAndEquipmentOpeCF,有形固定資産除却損、営業活動によるキャッシュ・フロー,"Loss on retirement of property, plant and equipment","Loss on retirement of property, plant and equipment-OpeCF"
1709,jppfs_cor:LossGainOnSalesAndRetirementOfPropertyPlantAndEquipmentOpeCF,有形固定資産除売却損益（△は益）、営業活動によるキャッシュ・フロー,"Loss (gain) on sales and retirement of property, plant and equipment","Loss (gain) on sales and retirement of property, plant and equipment-OpeCF"
1710,jppfs_cor:LossOnAbandonmentOfPropertyPlantAndEquipmentOpeCF,有形固定資産廃棄損、営業活動によるキャッシュ・フロー,"Loss on abandonment of property, plant and equipment","Loss on abandonment of property, plant and equipment-OpeCF"
1711,jppfs_cor:LossGainOnDisposalOfPropertyPlantAndEquipmentOpeCF,有形固定資産処分損益（△は益）、営業活動によるキャッシュ・フロー,"Loss (gain) on disposal of property, plant and equipment","Loss (gain) on disposal of property, plant and equipment-OpeCF"
1712,jppfs_cor:LossGainOnSalesOfIntangibleAssetsOpeCF,無形固定資産売却損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on sales of intangible assets,Loss (gain) on sales of intangible assets-OpeCF
1713,jppfs_cor:LossOnRetirementOfIntangibleAssetsOpeCF,無形固定資産除却損、営業活動によるキャッシュ・フロー,Loss on retirement of intangible assets,Loss on retirement of intangible assets-OpeCF
1714,jppfs_cor:LossGainOnSalesAndRetirementOfIntangibleAssetsOpeCF,無形固定資産除売却損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on sales and retirement of intangible assets,Loss (gain) on sales and retirement of intangible assets-OpeCF
1715,jppfs_cor:LossGainOnSalesOfPropertyPlantAndEquipmentAndIntangibleAssetsOpeCF,有形及び無形固定資産売却損益（△は益）、営業活動によるキャッシュ・フロー,"Loss (gain) on sales of property, plant and equipment and intangible assets","Loss (gain) on sales of property, plant and equipment and intangible assets-OpeCF"
1716,jppfs_cor:LossOnRetirementOfPropertyPlantAndEquipmentAndIntangibleAssetsOpeCF,有形及び無形固定資産除却損、営業活動によるキャッシュ・フロー,"Loss on retirement of property, plant and equipment and intangible assets","Loss on retirement of property, plant and equipment and intangible assets-OpeCF"
1717,jppfs_cor:LossGainOnSalesAndRetirementOfPropertyPlantAndEquipmentAndIntangibleAssetsOpeCF,有形及び無形固定資産除売却損益（△は益）、営業活動によるキャッシュ・フロー,"Loss (gain) on sales and retirement of property, plant and equipment and intangible assets","Loss (gain) on sales and retirement of property, plant and equipment and intangible assets-OpeCF"
1718,jppfs_cor:LossGainOnDisposalOfPropertyPlantAndEquipmentAndIntangibleAssetsOpeCF,有形及び無形固定資産処分損益（△は益）、営業活動によるキャッシュ・フロー,"Loss (gain) on disposal of property, plant and equipment and intangible assets","Loss (gain) on disposal of property, plant and equipment and intangible assets-OpeCF"
1719,jppfs_cor:LossGainOnSalesOfLandOpeCF,土地売却損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on sales of land,Loss (gain) on sales of land-OpeCF
1720,jppfs_cor:LossOnValuationOfTelephoneSubscriptionRightOpeCF,電話加入権評価損、営業活動によるキャッシュ・フロー,Loss on valuation of telephone subscription right,Loss on valuation of telephone subscription right-OpeCF
1721,jppfs_cor:LossOnValuationOfRightOfUsingFacilitiesOpeCF,施設利用権評価損、営業活動によるキャッシュ・フロー,Loss on valuation of right of using facilities,Loss on valuation of right of using facilities-OpeCF
1722,jppfs_cor:LossGainOnOperationOfInvestmentsInCapitalOpeCF,出資金運用損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on operation of investments in capital,Loss (gain) on operation of investments in capital-OpeCF
1723,jppfs_cor:LossOnValuationOfInvestmentsInCapitalOpeCF,出資金評価損、営業活動によるキャッシュ・フロー,Loss on valuation of investments in capital,Loss on valuation of investments in capital-OpeCF
1724,jppfs_cor:LossGainOnInvestmentsInPartnershipOpeCF,投資事業組合運用損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on investments in partnership,Loss (gain) on investments in partnership-OpeCF
1725,jppfs_cor:LossGainOnInvestmentsInSilentPartnershipOpeCF,匿名組合投資損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on investments in silent partnership,Loss (gain) on investments in silent partnership-OpeCF
1726,jppfs_cor:LossOnValuationOfGolfClubMembershipsOpeCF,ゴルフ会員権評価損、営業活動によるキャッシュ・フロー,Loss on valuation of golf club memberships,Loss on valuation of golf club memberships-OpeCF
1727,jppfs_cor:LossGainOnSalesOfGolfClubMembershipsOpeCF,ゴルフ会員権売却損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on sales of golf club memberships,Loss (gain) on sales of golf club memberships-OpeCF
1728,jppfs_cor:LossGainOnSalesOfMembershipOpeCF,会員権売却損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on sales of membership,Loss (gain) on sales of membership-OpeCF
1729,jppfs_cor:LossOnValuationOfMembershipOpeCF,会員権評価損、営業活動によるキャッシュ・フロー,Loss on valuation of membership,Loss on valuation of membership-OpeCF
1730,jppfs_cor:LossOnValuationOfOtherInvestmentsOpeCF,投資その他の資産評価損、営業活動によるキャッシュ・フロー,Loss on valuation of other investments,Loss on valuation of other investments-OpeCF
1731,jppfs_cor:InterestIncomeOpeCF,受取利息、営業活動によるキャッシュ・フロー,Interest income,Interest income-OpeCF
1732,jppfs_cor:DividendsIncomeOpeCF,受取配当金、営業活動によるキャッシュ・フロー,Dividend income,Dividend income-OpeCF
1733,jppfs_cor:InterestIncomeOnSecuritiesOpeCF,有価証券利息、営業活動によるキャッシュ・フロー,Interest income on securities,Interest income on securities-OpeCF
1734,jppfs_cor:SurrenderValueOfInsuranceOpeCF,保険解約返戻金、営業活動によるキャッシュ・フロー,Surrender value of insurance,Surrender value of insurance-OpeCF
1735,jppfs_cor:DividendsIncomeOfInsuranceOpeCF,保険配当金、営業活動によるキャッシュ・フロー,Dividend income of insurance,Dividend income of insurance-OpeCF
1736,jppfs_cor:GainOnMaturityOfInsuranceContractOpeCF,保険返戻金、営業活動によるキャッシュ・フロー,Gain on maturity of insurance contract,Gain on maturity of insurance contract-OpeCF
1737,jppfs_cor:RentIncomeOpeCF,受取賃貸料、営業活動によるキャッシュ・フロー,Rent income,Rent income-OpeCF
1738,jppfs_cor:InsuranceIncomeOpeCF,受取保険金、営業活動によるキャッシュ・フロー,Insurance income,Insurance income-OpeCF
1739,jppfs_cor:LossGainOnCancellationOfInsuranceContractOpeCF,保険解約損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on cancellation of insurance contract,Loss (gain) on cancellation of insurance contract-OpeCF
1740,jppfs_cor:PurchaseDiscountsOpeCF,仕入割引、営業活動によるキャッシュ・フロー,Purchase discounts,Purchase discounts-OpeCF
1741,jppfs_cor:CommissionFeeOpeCF,支払手数料、営業活動によるキャッシュ・フロー,Commission expenses,Commission expenses - OpeCF
1742,jppfs_cor:InterestExpensesPaidOnLoansAndBondsOpeCF,支払利息及び社債利息、営業活動によるキャッシュ・フロー,Interest expenses paid on loans and bonds,Interest expenses paid on loans and bonds-OpeCF
1743,jppfs_cor:InterestExpensesAndLossOnSalesOfNotesReceivableTradeOpeCF,支払利息及び手形売却損、営業活動によるキャッシュ・フロー,Interest expenses and loss on sales of notes receivable - trade,Interest expenses and loss on sales of notes receivable-trade-OpeCF
1744,jppfs_cor:LossOnSalesOfNotesReceivableTradeOpeCF,手形売却損、営業活動によるキャッシュ・フロー,Loss on sales of notes receivable - trade,Loss on sales of notes receivable-trade-OpeCF
1745,jppfs_cor:InterestOnBondsOpeCF,社債利息、営業活動によるキャッシュ・フロー,Interest on bonds,Interest on bonds-OpeCF
1746,jppfs_cor:LossOnRedemptionOfBondsOpeCF,社債償還損、営業活動によるキャッシュ・フロー,Loss on redemption of bonds,Loss on redemption of bonds-OpeCF
1747,jppfs_cor:BondIssuanceCostOpeCF,社債発行費、営業活動によるキャッシュ・フロー,Bond issuance cost,Bond issuance cost-OpeCF
1748,jppfs_cor:AmortizationOfBondIssuanceCostOpeCF,社債発行費償却、営業活動によるキャッシュ・フロー,Amortization of bond issuance cost,Amortization of bond issuance cost-OpeCF
1749,jppfs_cor:StockIssuanceCostPriorOpeCF,新株発行費、営業活動によるキャッシュ・フロー,Share issuance cost,Share issuance cost-prior-OpeCF
1750,jppfs_cor:AmortizationOfDeferredStockIssuanceCostPriorOpeCF,新株発行費償却、営業活動によるキャッシュ・フロー,Amortization of deferred share issuance cost,Amortization of deferred share issuance cost-prior-OpeCF
1751,jppfs_cor:StockIssuanceCostOpeCF,株式交付費、営業活動によるキャッシュ・フロー,Share issuance cost,Share issuance cost-OpeCF
1752,jppfs_cor:AmortizationOfStockIssuanceCostOpeCF,株式交付費償却、営業活動によるキャッシュ・フロー,Amortization of share issuance cost,Amortization of share issuance cost-OpeCF
1753,jppfs_cor:GoingPublicExpensesOpeCF,株式公開費用、営業活動によるキャッシュ・フロー,Going public expenses,Going public expenses-OpeCF
1754,jppfs_cor:LossOnCancellationOfRentalContractOpeCF,賃貸借契約解約損、営業活動によるキャッシュ・フロー,Loss on cancellation of rental contracts,Loss on cancellation of rental contracts-OpeCF
1755,jppfs_cor:LossOnCancellationOfLeasesOpeCF,リース解約損、営業活動によるキャッシュ・フロー,Loss on cancellation of leases,Loss on cancellation of leases-OpeCF
1756,jppfs_cor:BadDebtsExpensesOpeCF,貸倒損失、営業活動によるキャッシュ・フロー,Bad debts expenses,Bad debts expenses-OpeCF
1757,jppfs_cor:LossOnValuationOfInventoriesOpeCF,たな卸資産評価損、営業活動によるキャッシュ・フロー,Loss on valuation of inventories,Loss on valuation of inventories-OpeCF
1758,jppfs_cor:LossOnAbandonmentOfInventoriesOpeCF,たな卸資産廃棄損、営業活動によるキャッシュ・フロー,Loss on abandonment of inventories,Loss on abandonment of inventories-OpeCF
1759,jppfs_cor:LossOnRetirementOfInventoriesOpeCF,たな卸資産除却損、営業活動によるキャッシュ・フロー,Loss on retirement of inventories,Loss on retirement of inventories-OpeCF
1760,jppfs_cor:LossOnDisposalOfInventoriesOpeCF,たな卸資産処分損、営業活動によるキャッシュ・フロー,Loss on disposal of inventories,Loss on disposal of inventories-OpeCF
1761,jppfs_cor:LossOnValuationOfGoodsOpeCF,商品評価損、営業活動によるキャッシュ・フロー,Loss on valuation of goods,Loss on valuation of goods-OpeCF
1762,jppfs_cor:LossOnAbandonmentOfGoodsOpeCF,商品廃棄損、営業活動によるキャッシュ・フロー,Loss on abandonment of goods,Loss on abandonment of goods-OpeCF
1763,jppfs_cor:LossOnValuationOfRealEstateForSaleOpeCF,販売用不動産評価損、営業活動によるキャッシュ・フロー,Loss on valuation of real estate for sale,Loss on valuation of real estate for sale-OpeCF
1764,jppfs_cor:LossOnValuationOfLandForSaleOpeCF,販売用土地評価損、営業活動によるキャッシュ・フロー,Loss on valuation of land for sale,Loss on valuation of land for sale-OpeCF
1765,jppfs_cor:GainOnForgivenessOfDebtOpeCF,債務免除益、営業活動によるキャッシュ・フロー,Gain on forgiveness of debt,Gain on forgiveness of debt-OpeCF
1766,jppfs_cor:LossOnDisasterOpeCF,災害損失、営業活動によるキャッシュ・フロー,Loss on disaster,Loss on disaster-OpeCF
1767,jppfs_cor:CompensationIncomeOpeCF,受取補償金、営業活動によるキャッシュ・フロー,Compensation income,Compensation income-OpeCF
1768,jppfs_cor:CompensationForRemovalOpeCF,移転補償金、営業活動によるキャッシュ・フロー,Compensation for removal,Compensation for removal-OpeCF
1769,jppfs_cor:CompensationIncomeForExpropriationOpeCF,収用補償金、営業活動によるキャッシュ・フロー,Compensation income for expropriation,Compensation income for expropriation-OpeCF
1770,jppfs_cor:ProceedsFromContributionForConstructionOpeCF,工事負担金等受入額、営業活動によるキャッシュ・フロー,Proceeds from contribution for construction,Proceeds from contribution for construction-OpeCF
1771,jppfs_cor:SubsidyIncomeOpeCF,補助金収入、営業活動によるキャッシュ・フロー,Subsidy income,Subsidy income-OpeCF
1772,jppfs_cor:SubsidyIncome2OpeCF,助成金収入、営業活動によるキャッシュ・フロー,Subsidy income,Subsidy income-2-OpeCF
1773,jppfs_cor:GainOnInsuranceClaimOpeCF,保険差益、営業活動によるキャッシュ・フロー,Gain on insurance claim,Gain on insurance claim-OpeCF
1774,jppfs_cor:GainOnReversalOfSubscriptionRightsToSharesOpeCF,新株予約権戻入益、営業活動によるキャッシュ・フロー,Gain on reversal of share acquisition rights,Gain on reversal of share acquisition rights - OpeCF
1775,jppfs_cor:LossGainOnStepAcquisitionsOpeCF,段階取得に係る差損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on step acquisitions,Loss (gain) on step acquisitions-OpeCF
1776,jppfs_cor:LossGainOnChangeInEquityOpeCF,持分変動損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on change in equity,Loss (gain) on change in equity-OpeCF
1777,jppfs_cor:LossOnBusinessRestructuringOpeCF,事業再編損、営業活動によるキャッシュ・フロー,Loss on business restructuring,Loss on business restructuring-OpeCF
1778,jppfs_cor:LossOnLiquidationOfBusinessOpeCF,事業整理損、営業活動によるキャッシュ・フロー,Loss on liquidation of business,Loss on liquidation of business-OpeCF
1779,jppfs_cor:LossOnWithdrawalFromBusinessOpeCF,事業撤退損、営業活動によるキャッシュ・フロー,Loss on withdrawal from business,Loss on withdrawal from business-OpeCF
1780,jppfs_cor:LossOnBusinessOfSubsidiariesAndAffiliatesOpeCF,関係会社事業損失、営業活動によるキャッシュ・フロー,Loss on business of subsidiaries and associates,Loss on business of subsidiaries and associates-OpeCF
1781,jppfs_cor:BusinessStructureImprovementExpensesOpeCF,事業構造改善費用、営業活動によるキャッシュ・フロー,Business structure improvement expenses,Business structure improvement expenses-OpeCF
1782,jppfs_cor:LossOnLiquidationOfSubsidiariesAndAffiliatesOpeCF,関係会社整理損、営業活動によるキャッシュ・フロー,Loss on liquidation of subsidiaries and associates,Loss on liquidation of subsidiaries and associates-OpeCF
1783,jppfs_cor:LossOnLiquidationOfSubsidiariesOpeCF,子会社整理損、営業活動によるキャッシュ・フロー,Loss on liquidation of subsidiaries,Loss on liquidation of subsidiaries-OpeCF
1784,jppfs_cor:LossGainOnLiquidationOfSubsidiariesAndAffiliatesOpeCF,関係会社清算損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on liquidation of subsidiaries and associates,Loss (gain) on liquidation of subsidiaries and associates-OpeCF
1785,jppfs_cor:LossGainOnLiquidationOfSubsidiariesOpeCF,子会社清算損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on liquidation of subsidiaries,Loss (gain) on liquidation of subsidiaries-OpeCF
1786,jppfs_cor:LossGainOnTransferOfBusinessOpeCF,事業譲渡損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on sale of businesses,Loss (gain) on sale of businesses - OpeCF
1787,jppfs_cor:LossOnStoreClosingsOpeCF,店舗閉鎖損失、営業活動によるキャッシュ・フロー,Loss on store closings,Loss on store closings-OpeCF
1788,jppfs_cor:RelocationExpensesOpeCF,移転費用、営業活動によるキャッシュ・フロー,Relocation expenses,Relocation expenses-OpeCF
1789,jppfs_cor:SettlementReceivedOpeCF,受取和解金、営業活動によるキャッシュ・フロー,Settlement received,Settlement received-OpeCF
1790,jppfs_cor:SettlementPackageOpeCF,和解金、営業活動によるキャッシュ・フロー,Settlement package,Settlement package-OpeCF
1791,jppfs_cor:LitigationSettlementOpeCF,訴訟和解金、営業活動によるキャッシュ・フロー,Litigation settlement,Litigation settlement-OpeCF
1792,jppfs_cor:LossOnLitigationOpeCF,訴訟関連損失、営業活動によるキャッシュ・フロー,Loss on litigation,Loss on litigation-OpeCF
1793,jppfs_cor:ExtraRetirementPaymentOpeCF,特別退職金、営業活動によるキャッシュ・フロー,Extra retirement payment,Extra retirement payment-OpeCF
1794,jppfs_cor:DirectorsRetirementBenefitsOpeCF,役員退職慰労金、営業活動によるキャッシュ・フロー,Retirement benefits for directors (and other officers),Retirement benefits for directors (and other officers) - OpeCF
1795,jppfs_cor:AmortizationOfNetRetirementBenefitObligationAtTransitionOpeCF,退職給付会計基準変更時差異の処理額、営業活動によるキャッシュ・フロー,Amortization of net retirement benefit obligation at transition,Amortization of net retirement benefit obligation at transition-OpeCF
1796,jppfs_cor:LossGainOnSecuritiesContributionToEmployeesRetirementBenefitsTrustOpeCF,退職給付信託設定損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on securities contribution to employees' retirement benefits trust,Loss (gain) on securities contribution to employees' retirement benefits trust-OpeCF
1797,jppfs_cor:LossGainOnTransferOfBenefitObligationRelatingToEmployeesPensionFundOpeCF,厚生年金基金代行返上損益（△は益）、営業活動によるキャッシュ・フロー,Loss (gain) on transfer of benefit obligation relating to employees' pension fund,Loss (gain) on transfer of benefit obligation relating to employees' pension fund-OpeCF
1798,jppfs_cor:MiscellaneousExpensesOpeCF,雑損失、営業活動によるキャッシュ・フロー,Miscellaneous loss,Miscellaneous loss-OpeCF
1799,jppfs_cor:ProceedsFromMiscellaneousIncomeOpeCF,雑収入、営業活動によるキャッシュ・フロー,Proceeds from miscellaneous income,Proceeds from miscellaneous income-OpeCF
1800,jppfs_cor:OtherNonOperatingExpensesIncomeOpeCF,その他の営業外損益（△は益）、営業活動によるキャッシュ・フロー,Other non-operating expenses (income),Other non-operating expenses (income)-OpeCF
1801,jppfs_cor:OtherExtraordinaryLossIncomeOpeCF,その他の特別損益（△は益）、営業活動によるキャッシュ・フロー,Other extraordinary loss (income),Other extraordinary loss (income)-OpeCF
1802,jppfs_cor:OtherLossGainOpeCF,その他の損益（△は益）、営業活動によるキャッシュ・フロー,Other loss (gain),Other loss (gain)-OpeCF
1803,jppfs_cor:DecreaseIncreaseInOperatingReceivablesOpeCF,営業債権の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in operating receivables,Decrease (increase) in operating receivables-OpeCF
1804,jppfs_cor:IncreaseDecreaseInOperatingDebtOpeCF,営業債務の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in operating debt,Increase (decrease) in operating debt-OpeCF
1805,jppfs_cor:IncreaseDecreaseInNotesDiscountedOpeCF,割引手形の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in notes discounted,Increase (decrease) in notes discounted-OpeCF
1806,jppfs_cor:NetDecreaseIncreaseInLeaseReceivablesAndInvestmentAssetsOpeCF,リース債権及びリース投資資産の増減額（△は増加）、営業活動によるキャッシュ・フロー,Net decrease (increase) in lease receivables and investment assets,Net decrease (increase) in lease receivables and investment assets-OpeCF
1807,jppfs_cor:DecreaseIncreaseInRealEstateForSaleOpeCF,販売用不動産の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in real estate for sale,Decrease (increase) in real estate for sale-OpeCF
1808,jppfs_cor:DecreaseIncreaseInAccountsReceivableInstallmentOpeCF,割賦売掛金の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in accounts receivable - installment,Decrease (increase) in accounts receivable-installment-OpeCF
1809,jppfs_cor:DecreaseIncreaseInAdvancesPaidOpeCF,立替金の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in advances paid,Decrease (increase) in advances paid-OpeCF
1810,jppfs_cor:DecreaseIncreaseInDepositsPaidOpeCF,預け金の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in deposits paid,Decrease (increase) in deposits paid-OpeCF
1811,jppfs_cor:IncreaseDecreaseInUnearnedRevenueOpeCF,前受収益の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in unearned revenue,Increase (decrease) in unearned revenue-OpeCF
1812,jppfs_cor:IncreaseDecreaseInAdvancesReceivedOpeCF,前受金の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in advances received,Increase (decrease) in advances received-OpeCF
1813,jppfs_cor:DecreaseIncreaseInAdvancePaymentsOpeCF,前渡金の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in advance payments,Decrease (increase) in advance payments-OpeCF
1814,jppfs_cor:DecreaseIncreaseInPrepaidPensionCostsOpeCF,前払年金費用の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in prepaid pension costs,Decrease (increase) in prepaid pension costs-OpeCF
1815,jppfs_cor:DecreaseIncreaseInPrepaidExpensesOpeCF,前払費用の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in prepaid expenses,Decrease (increase) in prepaid expenses-OpeCF
1816,jppfs_cor:DecreaseIncreaseInInsuranceFundsOpeCF,保険積立金の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in insurance funds,Decrease (increase) in insurance funds-OpeCF
1817,jppfs_cor:DecreaseIncreaseInSuppliesOpeCF,貯蔵品の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in supplies,Decrease (increase) in supplies-OpeCF
1818,jppfs_cor:DecreaseIncreaseInConsumptionTaxesRefundReceivableOpeCF,未収消費税等の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in consumption taxes refund receivable,Decrease (increase) in consumption taxes refund receivable-OpeCF
1819,jppfs_cor:DecreaseIncreaseInAccountsReceivableOtherOpeCF,未収入金の増減額（△は増加）、営業活動によるキャッシュ・フロー,Decrease (increase) in accounts receivable - other,Decrease (increase) in accounts receivable-other-OpeCF
1820,jppfs_cor:IncreaseDecreaseInAdvancesReceivedOnUncompletedServicesOpeCF,未成業務受入金の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in advances received on uncompleted services,Increase (decrease) in advances received on uncompleted services-OpeCF
1821,jppfs_cor:IncreaseDecreaseInAccountsPayableOtherAndAccruedExpensesOpeCF,未払金及び未払費用の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in accounts payable - other and accrued expenses,Increase (decrease) in accounts payable-other and accrued expenses-OpeCF
1822,jppfs_cor:IncreaseDecreaseInAccountsPayableOtherOpeCF,未払金の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in accounts payable - other,Increase (decrease) in accounts payable-other-OpeCF
1823,jppfs_cor:IncreaseDecreaseInAccruedExpensesOpeCF,未払費用の増減額（△は減少）、営業活動によるキャッシュ・フロー,Increase (decrease) in accrued expenses,Increase (decrease) in accrued expenses-OpeCF
